type,facility_name,zip
COUNTY JAIL,BROWN COUNTY JAIL,66434
COUNTY JAIL,BUTLER COUNTY JAIL,67042
COUNTY JAIL,CHASE COUNTY JAIL,66845
COUNTY JAIL,CHAUTAUQUA COUNTY JAIL,67361
COUNTY JAIL,CHEROKEE COUNTY JAIL,66725
COUNTY JAIL,CLARK COUNTY JAIL,67831
COUNTY JAIL,CLAY COUNTY JAIL,67432
COUNTY JAIL,CLOUD COUNTY JAIL,66901
COUNTY JAIL,COFFEY COUNTY JAIL,66839
COUNTY JAIL,COWLEY COUNTY JAIL,67156
COUNTY JAIL,CRAWFORD COUNTY JAIL,66743
COUNTY JAIL,DECATUR COUNTY JAIL,67749
COUNTY JAIL,DICKINSON COUNTY JAIL,67410
COUNTY JAIL,DONIPHAN COUNTY JAIL,66087
COUNTY JAIL,DOUGLAS COUNTY JAIL,66044
COUNTY JAIL,EDWARDS COUNTY JAIL,67547
COUNTY JAIL,ELK COUNTY JAIL,67349
COUNTY JAIL,ELLIS COUNTY JAIL,67601
LAW ENFORCEMENT CENTER,ELLSWORTH COUNTY LAW ENFORCEMENT CENTER,67439
COUNTY JAIL,FINNEY COUNTY JAIL,67846
COUNTY JAIL,FORD COUNTY JAIL,67801
COUNTY JAIL,FRANKLIN COUNTY JAIL,66067
COUNTY JAIL,GEARY COUNTY JAIL,66441
COUNTY JAIL,GRAHAM COUNTY JAIL,67642
COUNTY JAIL,GRANT COUNTY JAIL,67880
COUNTY JAIL,GREENWOOD COUNTY JAIL,67045
COUNTY JAIL,HAMILTON COUNTY JAIL,67878
COUNTY JAIL,HARPER COUNTY JAIL,67003
COUNTY JAIL,HARVEY COUNTY JAIL,67114
COUNTY JAIL,HASKELL COUNTY JAIL,67877
COUNTY JAIL,HODGEMAN COUNTY JAIL,67854
CORRECTIONAL FACILITY,JACKSON COUNTY CORRECTIONS DEPT,66436
COUNTY JAIL,JEFFERSON COUNTY JAIL,66066
COUNTY JAIL,JEWELL COUNTY JAIL,66956
COUNTY JAIL,JOHNSON COUNTY JAIL,66061
COUNTY JAIL,KEARNY COUNTY JAIL,67860
COUNTY JAIL,KINGMAN COUNTY JAIL,67068
COUNTY JAIL,KIOWA COUNTY JAIL,67054
COUNTY JAIL,LABETTE COUNTY JAIL,67356
COUNTY JAIL,LANE COUNTY JAIL,67839
COUNTY JAIL,LEAVENWORTH COUNTY JAIL,66048
COUNTY JAIL,LINCOLN COUNTY JAIL,67455
COUNTY JAIL,LINN COUNTY JAIL,66056
COUNTY JAIL,LYON COUNTY JAIL,66801
COUNTY JAIL,MCPHERSON COUNTY JAIL,67460
COUNTY JAIL,MARION COUNTY JAIL,66861
COUNTY JAIL,MARSHALL COUNTY JAIL,66508
COUNTY JAIL,MEADE COUNTY JAIL,67864
COUNTY JAIL,MIAMI COUNTY JAIL,66071
COUNTY JAIL,MONTGOMERY COUNTY JAIL,67301
COUNTY JAIL,MORRIS COUNTY JAIL,66846
COUNTY JAIL,MORTON COUNTY JAIL,67950
COUNTY JAIL,NEMAHA COUNTY JAIL,66538
COUNTY JAIL,NEOSHO COUNTY JAIL,66733
COUNTY JAIL,NESS COUNTY JAIL,67560
COUNTY JAIL,NORTON COUNTY JAIL,67654
COUNTY JAIL,OSAGE COUNTY JAIL,66451
COUNTY JAIL,OSBORNE COUNTY JAIL,67473
DETENTION CENTER,OTTAWA COUNTY DETENTION CENTER,67467
COUNTY JAIL,PAWNEE COUNTY JAIL,67550
COUNTY JAIL,PHILLIPS COUNTY JAIL,67661
COUNTY JAIL,POTTAWATOMIE COUNTY JAIL,66549
COUNTY JAIL,PRATT COUNTY JAIL,67124
COUNTY JAIL,RAWLINS COUNTY JAIL,67730
COUNTY JAIL,RENO COUNTY JAIL,67501
COUNTY JAIL,REPUBLIC COUNTY JAIL,66935
COUNTY JAIL,RICE COUNTY JAIL,67554
COUNTY JAIL,RILEY COUNTY JAIL,66502
COUNTY JAIL,ROOKS COUNTY JAIL,67669
COUNTY JAIL,RUSSELL COUNTY JAIL,67665
COUNTY JAIL,SALINE COUNTY JAIL,67402
COUNTY JAIL,SCOTT COUNTY JAIL,67871
COUNTY JAIL,SEDGWICK COUNTY,67203
COUNTY JAIL,SEWARD COUNTY JAIL,67901
DETENTION CENTER,SHAWNEE COUNTY ADULT DETENTION DIVISION,66607
COUNTY JAIL,SHERIDAN COUNTY SHERIFF'S DEPT,67740
COUNTY JAIL,SHERMAN COUNTY JAIL,67735
COUNTY JAIL,SMITH COUNTY JAIL,66967
LAW ENFORCEMENT CENTER,STANTON COUNTY LAW ENFORCEMENT CENTER,67855
COUNTY JAIL,STEVENS COUNTY JAIL,67951
COUNTY JAIL,SUMNER COUNTY JAIL,67152
COUNTY JAIL,THOMAS COUNTY JAIL,67701
COUNTY JAIL,TREGO COUNTY JAIL,67672
COUNTY JAIL,WABAUNSEE COUNTY JAIL,66401
COUNTY JAIL,WILSON COUNTY JAIL,66736
COUNTY JAIL,WOODSON COUNTY JAIL,66783
CITY JAIL,OAKLEY CITY JAIL,67748
COUNTY JAIL,WYANDOTTE COUNTY JAIL,66101
DETENTION CENTER,LEAVENWORTH DETENTION CENTER,66048
COUNTY JAIL,ADAIR COUNTY JAIL,42728
DETENTION CENTER,ALLEN COUNTY DETENTION CENTER,42164
COUNTY JAIL,BALLARD COUNTY JAIL,42087
CORRECTIONAL FACILITY,BARREN COUNTY CORRECTIONAL CENTER,42141
COUNTY JAIL,BELL COUNTY JAIL,40977
COUNTY JAIL,BOONE COUNTY JAIL,41005
COUNTY JAIL,BOURBON COUNTY JAIL,40361
COUNTY JAIL,BOYD COUNTY JAIL,41129
DETENTION CENTER,BOYLE COUNTY DETENTION CENTER,40422
COUNTY JAIL,BRECKINRIDGE COUNTY JAIL,40143
COUNTY JAIL,BULLITT COUNTY JAIL,40165
COUNTY JAIL,BUTLER COUNTY JAIL,42261
COUNTY JAIL,CALLOWAY COUNTY JAIL,42071
COUNTY JAIL,CAMPBELL COUNTY JAIL,41071
DETENTION CENTER,CARROLL COUNTY DETENTION CENTER,41008
COUNTY JAIL,CASEY COUNTY/STATE JAIL,42539
COUNTY JAIL,CHRISTIAN COUNTY JAIL,42240
DETENTION CENTER,CLARK COUNTY DETENTION,40391
COUNTY JAIL,CLAY COUNTY JAIL,40962
COUNTY JAIL,CRITTENDEN COUNTY JAIL,42064
DETENTION CENTER,DAVIESS COUNTY DETENTION CENTER,42303
COUNTY JAIL,ESTILL COUNTY JAIL,40336
COUNTY JAIL,FLOYD COUNTY JAIL,41653
REGIONAL JAIL,FRANKLIN COUNTY REGIONAL JAIL,40604
DETENTION CENTER,FULTON COUNTY DETENTION CENTER,42050
COUNTY JAIL,GRANT COUNTY JAIL,41097
COUNTY JAIL,GRAVES COUNTY JAIL,42066
COUNTY JAIL,GRAYSON COUNTY JAIL,42754
DETENTION CENTER,GREENUP COUNTY DETENTION CENTER,41144
DETENTION CENTER,HARDIN COUNTY DETENTION CENTER,42702
DETENTION CENTER,HARLAN COUNTY DETENTION CENTER,40831
DETENTION CENTER,HENDERSON COUNTY DETENTION CENTER,42420
COUNTY JAIL,HOPKINS COUNTY JAIL,42431
COUNTY JAIL,JACKSON COUNTY JAIL,40447
DETENTION CENTER,JESSAMINE COUNTY DETENTION CENTER,40356
DETENTION CENTER,BIG SANDY REGIONAL DETENTION CENTER,41240
DETENTION CENTER,KENTON COUNTY DETENTION CENTER,41011
COUNTY JAIL,LARUE COUNTY JAIL,42748
COUNTY JAIL,LAUREL COUNTY JAIL,40741
REGIONAL JAIL,THREE FORKS REGIONAL JAIL,41311
COUNTY JAIL,LETCHER COUNTY JAIL,41858
COUNTY JAIL,LEWIS COUNTY JAIL,41179
REGIONAL JAIL,LINCOLN COUNTY REGIONAL JAIL,40484
DETENTION CENTER,LOGAN COUNTY DETENTION CENTER,42276
COUNTY JAIL,MCCRACKEN COUNTY JAIL,42003
COUNTY JAIL,MCCREARY COUNTY JAIL,42653
DETENTION CENTER,MADISON COUNTY DETENTION CENTER,40475
COUNTY JAIL,MARSHALL COUNTY JAIL,42025
COUNTY JAIL,MASON COUNTY JAIL,41056
DETENTION CENTER,MEADE COUNTY DETENTION,40108
COUNTY JAIL,MONROE COUNTY JAIL,42167
REGIONAL JAIL,MONTGOMERY COUNTY REGIONAL JAIL,40353
COUNTY JAIL,MUHLENBERG COUNTY JAIL,42345
COUNTY JAIL,NELSON COUNTY JAIL,40004
DETENTION CENTER,OHIO COUNTY DETENTION CENTER,42347
COUNTY JAIL,OLDHAM COUNTY JAIL,40031
REGIONAL JAIL,KENTUCKY RIVER REGIONAL JAIL,41701
COUNTY JAIL,PIKE COUNTY JAIL,41501
COUNTY JAIL,POWELL COUNTY JAIL,40380
DETENTION CENTER,PULASKI COUNTY DETENTION CENTER,42503
COUNTY JAIL,ROCKCASTLE COUNTY JAIL,40456
DETENTION CENTER,ROWAN COUNTY DETENTION CENTER,40351
COUNTY JAIL,RUSSELL COUNTY JAIL,42629
DETENTION CENTER,SCOTT COUNTY DETENTION CENTER,40324
DETENTION CENTER,SHELBY COUNTY DETENTION CENTER,40065
COUNTY JAIL,SIMPSON COUNTY JAIL,42135
COUNTY JAIL,TODD COUNTY JAIL,42220
COUNTY JAIL,UNION COUNTY JAIL,42437
REGIONAL JAIL,WARREN COUNTY REGIONAL JAIL,42101
DETENTION CENTER,WAYNE COUNTY DETENTION CENTER,42633
COUNTY JAIL,WEBSTER COUNTY JAIL,42409
COUNTY JAIL,WHITLEY COUNTY JAIL,40765
DETENTION CENTER,WOODFORD COUNTY DETENTION CENTER,40383
COUNTY JAIL,LEXINGTON-FAYETTE COUNTY JAIL,40510
COUNTY JAIL,LOUISVILLE METROPOLITAN DEPT OF CORRECTIONS,40202
PARISH JAIL,ACADIA PARISH JAIL,70527
PARISH JAIL,ALLEN PARISH JAIL,70655
PARISH JAIL,ASCENSION PARISH JAIL,70346
PARISH JAIL,ASSUMPTION PARISH JAIL,70390
PARISH JAIL,AVOYELLES PARISH,71333
PARISH JAIL,BEAUREGARD PARISH JAIL,70634
PARISH JAIL,BIENVILLE PARISH JAIL,71001
PARISH JAIL,BOSSIER PARISH,71006
CORRECTIONAL FACILITY,CADDO PARISH CORRECTIONAL CENTER,71137
CORRECTIONAL FACILITY,CALCASIEU PARISH CORRECTIONAL CENTER,70601
PARISH JAILS,CALDWELL PARISH JAIL,71418
PARISH JAIL,CAMERON PARISH JAIL,70631
PARISH JAIL,CATAHOULA PARISH JAIL,71340
DETENTION CENTER,CLAIBORNE DETENTION CENTER,71040
PARISH JAIL,CLAIBORNE PARISH JAIL,71040
PARISH JAIL,CONCORDIA PARISH,71334
PARISH JAIL,DE SOTO PARISH JAIL,71052
DETENTION CENTER,EAST CARROLL DETENTION CENTER,71254
PARISH JAIL,E FELICIANA PARISH,70722
PARISH JAIL,EVANGELINE PARISH JAIL,70586
PARISH JAIL,FRANKLIN PARISH JAIL,71295
PARISH JAIL,GRANT PARISH JAIL,71417
PARISH JAIL,IBERIA PARISH JAIL,70560
PARISH JAIL,IBERVILLE PARISH JAIL,70765
PARISH JAIL,JACKSON PARISH JAIL,71251
PARISH JAIL,JEFFERSON PARISH JAIL,70053
PARISH JAIL,JEFFERSON DAVIS PARISH JAIL,70546
PARISH JAIL,LA FOURCHE PARISH,70302
PARISH JAIL,LA SALLE PARISH JAIL,71342
DETENTION CENTER,LINCOLN PARISH DETENTION CENTER,71273
PARISH JAIL,LIVINGSTON PARISH JAIL,70754
PARISH JAIL,MADISON PARISH JAIL,71282
DETENTION CENTER,MADISON PARISH DETENTION CENTER,71282
CORRECTIONAL FACILITY,MADISON CORRECTION CENTER,71282
PARISH JAIL,MOREHOUSE PARISH JAIL,71220
DETENTION CENTER,NATCHITOCHES DETENTION CENTER,71457
CORRECTIONAL FACILITY,OUACHITA PARISH CORRECTIONAL FACILITY,71202
DETENTION CENTER,OUACHITA PARISH SHERIFFS OFFICE WORK REL CTR,71202
DETENTION CENTER,POINTE COUPEE PARISH DETENTION CENTER,70760
PARISH JAIL,RAPIDES PARISH,71309
PARISH JAIL,RED RIVER PARISH JAIL,71019
DETENTION CENTER,RICHLAND PARISH DETENTION CENTER,71269
PARISH JAIL,SABINE PARISH,71449
PARISH PRISON,ST. BERNARD PARISH PRISON,70043
PARISH JAIL,ST. CHARLES PARISH JAIL,70057
PARISH JAIL,ST. HELENA PARISH JAIL,70441
PARISH JAIL,ST. JAMES PARISH JAIL,70723
CORRECTIONAL FACILITY,SHERMAN WALKER CORRECTIONAL CENTER,70069
PARISH JAIL,ST. LANDRY PARISH JAIL,70571
PARISH JAIL,ST. MARTIN PARISH,70582
LAW ENFORCEMENT CENTER,ST. MARY PARISH LAW ENFORCEMENT CENTER,70522
PARISH JAIL,ST. TAMMANY PARISH,70433
PARISH JAIL,TANGIPAHOA PARISH JAIL,70422
PARISH JAIL,TENSAS PARISH JAIL,71366
DETENTION CENTER,UNION PARISH DETENTION CENTER,71241
LAW ENFORCEMENT CENTER,VERMILION PARISH LAW ENFORCEMENT CENTER,70510
CORRECTIONAL FACILITY,VERNON PARISH CORRECTIONAL FACILITY,71446
PARISH JAIL,WASHINGTON PARISH JAIL,70438
CORRECTIONAL FACILITY,BAYOU DORCHEAT CORRECTION CENTER,71055
PARISH JAIL,WEST BATON ROUGE PARISH,70767
PARISH JAIL,WEST CARROLL PARISH JAIL,71263
PARISH JAIL,WEST FELICIANA PARISH JAIL,70775
PARISH JAIL,WINN PARISH JAIL,71483
CITY JAIL,RAYNE CITY JAIL,70578
CITY JAIL,OAKDALE CITY JAIL,71463
CITY JAIL,BOSSIER CITY JAIL,71171
CITY JAIL,SHREVEPORT CITY JAIL,71101
CITY JAIL,DEQUINCY CITY JAIL,70633
CITY JAIL,SULPHUR CITY JAIL,70663
PRISON,EAST BATON ROUGE PRISON,70807
CITY JAIL,MAMOU CITY JAIL,70554
CITY JAIL,VILLE PLATTE JAIL,70586
CITY JAIL,JENNINGS CITY JAIL,70546
CITY JAIL,WELSH CITY JAIL,70591
PARISH JAIL,LAFAYETTE PARISH JAIL,70502
PARISH PRISON SYSTEM,NEW ORLEANS PARISH PRISON,70119
CORRECTIONAL FACILITY,WEST MONROE CORR CENTER,71291
CITY JAIL,EUNICE CITY JAIL,70535
CITY JAIL,OPELOUSAS CITY JAIL,70571
CITY JAIL,MORGAN CITY JAIL,70381
CITY JAIL,PATTERSON CITY JAIL,70392
CITY JAIL,SLIDELL CITY JAIL,70458
CITY JAIL,AMITE CITY JAIL,70422
CITY JAIL,HAMMOND CITY JAIL,70403
PARISH JAIL,TERREBONNE PARISH JAIL,70361
CITY JAIL,LEESVILLE CITY JAIL,71446
CITY JAIL,WINNFIELD CITY JAIL,71483
DETENTION CENTER,FEDERAL DETENTION CENTER,71463
COUNTY JAIL,ANDROSCOGGIN COUNTY JAIL,4210
COUNTY JAIL,AROOSTOOK COUNTY JAIL,4730
COUNTY JAIL,CUMBERLAND COUNTY JAIL,4102
COUNTY JAIL,FRANKLIN COUNTY JAIL,4938
COUNTY JAIL,HANCOCK COUNTY JAIL,4605
COUNTY JAIL,KENNEBEC COUNTY JAIL,4330
COUNTY JAIL,KNOX COUNTY JAIL,4841
DETENTION CENTER,LINCOLN COUNTY DETENTION CENTER,4578
COUNTY JAIL,OXFORD COUNTY JAIL,4281
COUNTY JAIL,PENOBSCOT COUNTY JAIL,4401
COUNTY JAIL,PISCATAQUIS COUNTY JAIL,4426
COUNTY JAIL,SOMERSET COUNTY JAIL,4976
COUNTY JAIL,WALDO COUNTY JAIL,4915
COUNTY JAIL,WASHINGTON COUNTY JAIL,4654
COUNTY JAIL,YORK COUNTY JAIL,4002
DETENTION CENTER,ALLEGANY COUNTY DETENTION CENTER,21502
COUNTY JAIL,ANNE ARUNDEL COUNTY,21401
CORRECTIONAL FACILITY,BALTIMORE COUNTY BUREAU OF CORRECTIONS,21204
DETENTION CENTER,CALVERT COUNTY DETENTION CENTER,20610
COUNTY JAIL,CAROLINE COUNTY JAIL,21629
DETENTION CENTER,CARROLL COUNTY DETENTION CENTER,21157
DETENTION CENTER,CECIL COUNTY DETENTION CENTER,21921
REHAB CENTER,CECIL COUNTY COMMUNITY ADULT REHAB CTR,21921
DETENTION CENTER,CHARLES COUNTY DETENTION CENTER,20646
DETENTION CENTER,DORCHESTER COUNTY DETENTION CENTER,21613
DETENTION CENTER,FREDERICK COUNTY ADULT DETENTION CENTER,21704
COUNTY JAIL,GARRETT COUNTY JAIL,21550
DETENTION CENTER,HARFORD COUNTY DETENTION CENTER,21014
DETENTION CENTER,HOWARD COUNTY DETENTION CENTER,20794
DETENTION CENTER,KENT COUNTY DETENTION CENTER,21620
COUNTY JAIL,MONTGOMERY COUNTY,20850
CORRECTIONAL FACILITY,PRINCE GEORGES COUNTY CORRECTIONAL CENTER,20772
DETENTION CENTER,QUEEN ANNE'S COUNTY DETENTION CENTER,21617
DETENTION CENTER,ST MARY'S COUNTY DETENTION CENTER,20650
DETENTION CENTER,SOMERSET COUNTY DETENTION CENTER,21871
COUNTY JAIL,TALBOT COUNTY JAIL,21601
DETENTION CENTER,WASHINGTON COUNTY DETENTION CENTER,21740
DETENTION CENTER,WICOMICO COUNTY DETENTION CENTER,21801
COUNTY JAIL,WORCESTER COUNTY JAIL,21863
CITY JAIL,BALTIMORE CITY,21202
COUNTY JAIL,BARNSTABLE COUNTY JAIL,2630
COUNTY JAIL,BERKSHIRE COUNTY JAIL,1201
COUNTY JAIL,BRISTOL COUNTY,2747
COUNTY JAIL,DUKES COUNTY JAIL,2539
CORRECTIONAL FACILITY,ESSEX COUNTY CORRECTION FACILITY,9149
COUNTY JAIL,ESSEX COUNTY WOMEN IN TRANSITION,1952
CORRECTIONAL FACILITY,ESSEX COUNTY ALTERNATIVE CORRECTIONAL CENTER,1841
COUNTY JAIL,FRANKLIN COUNTY JAIL,1302
COUNTY JAIL,HAMPDEN COUNTY,1056
COUNTY JAIL,HAMPSHIRE COUNTY JAIL,1060
COUNTY JAIL,MIDDLESEX COUNTY JAIL,1862
COUNTY JAIL,NORFOLK COUNTY,2027
COUNTY JAIL,PLYMOUTH COUNTY HOUSE OF CORRECTION & JAIL,2360
COUNTY JAIL,WORCESTER COUNTY JAIL,1583
CORRECTIONAL FACILITY,SUFFOLK COUNTY HOUSE OF CORRECTION,2114
COUNTY JAIL,SUFFOLK COUNTY JAIL,2114
COUNTY JAIL,ALCONA COUNTY JAIL,48740
COUNTY JAIL,ALGER COUNTY JAIL,49862
COUNTY JAIL,ALLEGAN COUNTY JAIL,49010
COUNTY JAIL,ALPENA COUNTY JAIL,49707
COUNTY JAIL,ANTRIM COUNTY JAIL,49615
COUNTY JAIL,ARENAC COUNTY JAIL,48658
COUNTY JAIL,BARRY COUNTY JAIL,49058
LAW ENFORCEMENT CENTER,BAY COUNTY LAW ENFORCEMENT CENTER,48708
COUNTY JAIL,BENZIE COUNTY JAIL,49617
COUNTY JAIL,BERRIEN COUNTY JAIL,49085
COUNTY JAIL,BRANCH COUNTY JAIL,49036
COUNTY JAIL,CALHOUN COUNTY JAIL,49014
COUNTY JAIL,CASS COUNTY JAIL,49031
COUNTY JAIL,CHARLEVOIX COUNTY JAIL,49720
COUNTY JAIL,CHEBOYGAN COUNTY JAIL,49721
COUNTY JAIL,CHIPPEWA COUNTY JAIL,49783
COUNTY JAIL,CLARE COUNTY JAIL,48625
COUNTY JAIL,CLINTON COUNTY JAIL,48879
COUNTY JAIL,CRAWFORD COUNTY JAIL,49738
COUNTY JAIL,DELTA COUNTY JAIL,49829
COUNTY JAIL,DICKINSON COUNTY JAIL,49801
COUNTY JAIL,EATON COUNTY JAIL,48813
COUNTY JAIL,EMMET COUNTY JAIL,49770
COUNTY JAIL,GENESEE COUNTY JAIL,48502
COUNTY JAIL,GLADWIN COUNTY JAIL,48624
COUNTY JAIL,GOGEBIC COUNTY JAIL,49911
COUNTY JAIL,GRAND TRAVERSE COUNTY JAIL,49684
COUNTY JAIL,GRATIOT COUNTY JAIL,48847
COUNTY JAIL,HILLSDALE COUNTY JAIL,49242
COUNTY JAIL,HOUGHTON COUNTY,49931
COUNTY JAIL,HURON COUNTY JAIL,48413
COUNTY JAIL,INGHAM COUNTY JAIL,48854
COUNTY JAIL,IONIA COUNTY JAIL,48846
COUNTY JAIL,IOSCO COUNTY JAIL,48764
COUNTY JAIL,IRON COUNTY JAIL,49920
COUNTY JAIL,ISABELLA COUNTY JAIL,48858
COUNTY JAIL,JACKSON COUNTY JAIL,49201
COUNTY JAIL,KALAMAZOO COUNTY JAIL,49048
CORRECTIONAL FACILITY,KALKASKA COUNTY CORRECTIONAL FACILITY,49646
COUNTY JAIL,KENT COUNTY,49503
COUNTY JAIL,KEWEENAW COUNTY JAIL,49950
COUNTY JAIL,LAKE COUNTY,49304
COUNTY JAIL,LAPEER COUNTY JAIL,48446
COUNTY JAIL,LEELANAU COUNTY JAIL,49654
COUNTY JAIL,LENAWEE COUNTY JAIL,49221
COUNTY JAIL,LIVINGSTON COUNTY JAIL,48843
COUNTY JAIL,MACKINAC COUNTY JAIL,49781
COUNTY JAIL,MACOMB COUNTY JAIL,48043
COUNTY JAIL,MANISTEE COUNTY JAIL,49660
COUNTY JAIL,MARQUETTE COUNTY JAIL,49855
COUNTY JAIL,MASON COUNTY JAIL,49431
COUNTY JAIL,MECOSTA COUNTY JAIL,49307
COUNTY JAIL,MENOMINEE COUNTY JAIL,49858
COUNTY JAIL,MIDLAND COUNTY JAIL,48640
COUNTY JAIL,MISSAUKEE COUNTY JAIL,49651
COUNTY JAIL,MONROE COUNTY JAIL,48161
COUNTY JAIL,MONTCALM COUNTY JAIL,48888
COUNTY JAIL,MONTMORENCY COUNTY JAIL,49709
COUNTY JAIL,MUSKEGON COUNTY JAIL,49442
COUNTY JAIL,NEWAYGO COUNTY JAIL,49349
COUNTY JAIL,OAKLAND COUNTY,48341
COUNTY JAIL,OCEANA COUNTY JAIL,49420
COUNTY JAIL,OGEMAW COUNTY JAIL,48661
COUNTY JAIL,ONTONAGON COUNTY JAIL,49953
COUNTY JAIL,OSCEOLA COUNTY JAIL,49677
COUNTY JAIL,OTSEGO COUNTY JAIL,49735
COUNTY JAIL,OTTAWA COUNTY,49460
COUNTY JAIL,PRESQUE ISLE COUNTY JAIL,49779
COUNTY JAIL,ROSCOMMON COUNTY JAIL,48653
COUNTY JAIL,SAGINAW COUNTY JAIL,48602
COUNTY JAIL,ST. CLAIR COUNTY JAIL,48060
COUNTY JAIL,ST. JOSEPH COUNTY JAIL,49032
COUNTY JAIL,SANILAC COUNTY JAIL,48471
COUNTY JAIL,SCHOOLCRAFT COUNTY JAIL,49854
COUNTY JAIL,SHIAWASSEE COUNTY JAIL,48817
COUNTY JAIL,TUSCOLA COUNTY JAIL,48723
COUNTY JAIL,VAN BUREN COUNTY JAIL,49079
COUNTY JAIL,WASHTENAW COUNTY JAIL,48107
COUNTY JAIL,WAYNE COUNTY,48226
COUNTY JAIL,WEXFORD COUNTY JAIL,49601
COUNTY JAIL,FLAT ROCK JAIL,48134
COUNTY JAIL,AITKIN COUNTY JAIL,56431
WORK RELEASE,ANOKA COUNTY WORK RELEASE #1 & 4,55303
COUNTY JAIL,ANOKA COUNTY JAIL,55303
CORRECTIONAL FACILITY,ANOKA COUNTY ADULT CORRECTIONAL CTR - MED SEC,55014
COUNTY JAIL,BECKER COUNTY JAIL,56501
COUNTY JAIL,BELTRAMI COUNTY JAIL,56601
COUNTY JAIL,BENTON COUNTY JAIL,56329
COUNTY JAIL,BLUE EARTH COUNTY JAIL,56001
COUNTY JAIL,BROWN COUNTY JAIL,56073
COUNTY JAIL,CARLTON COUNTY JAIL,55718
COUNTY JAIL,CARVER COUNTY JAIL,55318
COUNTY JAIL,CASS COUNTY JAIL,56484
COUNTY JAIL,CHIPPEWA COUNTY JAIL,56265
COUNTY JAIL,CHISAGO COUNTY JAIL,55012
COUNTY JAIL,CLAY COUNTY JAIL,56560
COUNTY JAIL,CLEARWATER COUNTY JAIL,56621
COUNTY JAIL,COTTONWOOD COUNTY JAIL,56101
COUNTY JAIL,CROW WING COUNTY,56401
COUNTY JAIL,DAKOTA COUNTY JAIL,55033
COUNTY JAIL,DOUGLAS COUNTY JAIL,56308
COUNTY JAIL,FARIBAULT COUNTY JAIL,56013
COUNTY JAIL,FILLMORE COUNTY JAIL,55965
COUNTY JAIL,FREEBORN COUNTY JAIL,56007
COUNTY JAIL,GOODHUE COUNTY JAIL,55066
WORK RELEASE,HENNEPIN COUNTY WORKHOUSE,55447
DETENTION CENTER,HENNEPIN COUNTY ADULT DETENTION CENTER,55415
COUNTY JAIL,HOUSTON COUNTY JAIL,55921
COUNTY JAIL,HUBBARD COUNTY JAIL,56470
COUNTY JAIL,ISANTI COUNTY JAIL,55008
COUNTY JAIL,ITASCA COUNTY JAIL,55744
COUNTY JAIL,JACKSON COUNTY JAIL,56143
COUNTY JAIL,KANABEC COUNTY JAIL,55051
COUNTY JAIL,KANDIYOHI COUNTY JAIL,56201
LAW ENFORCEMENT CENTER,KOOCHICHING COUNTY LAW ENFORCEMENT CENTER,56649
COUNTY JAIL,LAC QUI PARLE COUNTY JAIL,56256
COUNTY JAIL,LAKE OF THE WOODS COUNTY JAIL,56623
COUNTY JAIL,LE SUEUR COUNTY JAIL,56057
COUNTY JAIL,LINCOLN COUNTY JAIL,56142
LAW ENFORCEMENT CENTER,LYON COUNTY LAW ENFORCEMENT CENTER,56258
COUNTY JAIL,MCLEOD COUNTY JAIL,55336
LAW ENFORCEMENT CENTER,MARSHALL COUNTY LAW ENFORCEMENT CENTER,56762
COUNTY JAIL,MARTIN COUNTY JAIL,56031
COUNTY JAIL,MEEKER COUNTY JAIL,55355
COUNTY JAIL,MILLE LACS COUNTY JAIL,56353
COUNTY JAIL,MORRISON COUNTY JAIL,56345
COUNTY JAIL,MOWER COUNTY JAIL,55912
COUNTY JAIL,NICOLLET COUNTY JAIL,56082
COUNTY JAIL,NOBLES COUNTY JAIL,56187
COUNTY JAIL,OLMSTED COUNTY JAIL,55904
DETENTION CENTER,OTTER TAIL COUNTY DETENTION CENTER,56537
LAW ENFORCEMENT CENTER,PENNINGTON COUNTY LAW ENFORCEMENT CENTER,56701
COUNTY JAIL,PINE COUNTY JAIL,55063
COUNTY JAIL,PIPESTONE COUNTY JAIL,56164
CORRECTIONAL FACILITY,NORTHWEST REGIONAL CORRECTIONAL CENTER,56716
CORRECTIONAL FACILITY,RAMSEY COUNTY CORRECTIONAL FACILITY,55119
DETENTION CENTER,RAMSEY COUNTY ADULT DETENTION CENTER,55101
COUNTY JAIL,REDWOOD COUNTY JAIL,56283
COUNTY JAIL,RENVILLE COUNTY JAIL,56277
COUNTY JAIL,RICE COUNTY JAIL,55021
COUNTY JAIL,ROSEAU COUNTY JAIL,56751
CORRECTIONAL FACILITY,NORTHEAST REGIONAL CORRECTIONAL CENTER,55779
COUNTY JAIL,ST. LOUIS COUNTY JAIL,55811
COUNTY JAIL,SCOTT COUNTY,55379
COUNTY JAIL,SHERBURNE COUNTY JAIL,55330
COUNTY JAIL,SIBLEY COUNTY JAIL,55334
COUNTY JAIL,STEARNS COUNTY JAIL,56301
COUNTY JAIL,STEELE COUNTY JAIL,55060
COUNTY JAIL,SWIFT COUNTY JAIL,56215
DETENTION CENTER,TODD COUNTY DETENTION CENTER,56347
COUNTY JAIL,WABASHA COUNTY JAIL,55981
COUNTY JAIL,WADENA COUNTY JAIL,56482
COUNTY JAIL,WASECA COUNTY JAIL,56093
COUNTY JAIL,WASHINGTON COUNTY JAIL,55082
COUNTY JAIL,WATONWAN COUNTY JAIL,56081
LAW ENFORCEMENT CENTER,WINONA COUNTY LAW ENFORCEMENT CENTER,55987
